id,name,address,city,latitude,longitude,phone,services,image_url,source_url,scraped_at
475,Xaldan,"Yevlax rayonu, Xaldan kəndi, AZ6619",Yevlax,40.70528,47.22494,(050) 245-25-03,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Kafe; YDM,https://qnela1.azpetrol.com/uploads/image_0caff57032.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
478,Qusar,"Qusar rayonu, Qusar şəhəri, Qusar-Xudat yolu, AZ 3800",Qusar,41.63299,48.42882,(023) 385-56-30,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Elektromobillərin doldurma xidməti; Kafe; YDM; Ödəmə terminalları,https://qnela1.azpetrol.com/uploads/image_4229d543e5.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
481,Qusar-QDM,"Qusar rayonu, Qusar şəhəri, Qusar-Xudat yolu, AZ 3800",Qusar,41.44147,48.46463,(023) 385-57-86,Azpetrol kartlarına xidmət; Bank kartlarına xidmət; QDM (Propan-Butan); Ödəmə terminalları,https://qnela1.azpetrol.com/uploads/image_2f6332b200.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
484,Mərdəkan,"Bakı şəhəri, Xəzər rayonu, Qala ŞTQ, Qala qəsəbəsi, Aeroport-Mərdəkan dairəsi, avtomobil yolunun sağ tərəfi, AZ 1046",Bakı,40.46781,50.09287,(012) 456-50-43,Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; CNG qaz (Metan); Elektromobillərin doldurma xidməti; Kafe; Market; Maye qaz postu (LPG); YDM; Ödəmə terminalları,https://qnela1.azpetrol.com/uploads/image_9417ac6c6d.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
487,Mərdəkan-2,"Bakı şəhəri, Xəzər rayonu, Qala ŞTQ, Qala qəsəbəsi, Aeroport-Mərdəkan dairəsi, avtomobil yolunun sağ tərəfi, AZ 1046",Bakı,40.46821,50.09381,(012) 456-52-49,Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; CNG qaz (Metan); Elektromobillərin doldurma xidməti; Kafe; Maye qaz postu (LPG); YDM,https://qnela1.azpetrol.com/uploads/image_359b0bf89b.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
490,Şabran-2,"Şabran rayonu, Şabran şəhəri, Məmmədəmin Rəsulzadə küçəsi, AZ 1700",Şabran,41.19109,48.99611,(023) 358-28-64,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Elektromobillərin doldurma xidməti; Kafe; YDM,https://qnela1.azpetrol.com/uploads/image_8cdcfd4098.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
493,Ağsu,"Ağsu rayonu, Ağsu şəhəri, Bakı-Qazax yolunun yaxınlığında, Cənub tərəfi, AZ 0600",Ağsu,40.58016,48.38352,(020) 225-49-99,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; Kafe; YDM,https://qnela1.azpetrol.com/uploads/image_84a4bfcefc.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
496,Cəngi,"Qobustan rayonu, Cəngi kəndi, Bakı-Qazax yolunun yaxınlığında 57-ci km, AZ 3700",Qobustan,40.50237,49.26415,(050) 282-71-07,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; Kafe; Market; YDM,https://qnela1.azpetrol.com/uploads/image_8c97b08036.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
499,Göygöl,"Göygöl rayonu, Göygöl şəhəri, Heydər Əliyev prospekti, AZ 2501",Göygöl,40.60431,46.32382,(022) 205-07-35,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Kafe; Market; YDM; Ödəmə terminalları,https://qnela1.azpetrol.com/uploads/image_7efbdd37f4.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
502,İsmayıllı,"İsmayıllı rayonu, İsmayıllı şəhəri, Ə. Mahmudov küçəsi, AZ 3100",İsmayıllı,40.7871,48.18527,(020) 282-71-69,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Kafe; Market; YDM; Ödəmə terminalları,https://qnela1.azpetrol.com/uploads/image_e2789af332.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
505,Şəki-2,"Şəki rayonu, Şəki şəhəri, 101-ci kvartal, AZ 5500",Şəki,41.15599,47.18724,(024) 245-22-02,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Kafe; Market; YDM; Ödəmə terminalları,https://qnela1.azpetrol.com/uploads/image_d8c8db8351.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
508,Heydər Əliyev prospekti 105,"Bakı şəhəri, Nizami rayonu, Heydər Əliyev prospekti 105, AZ 1029",Bakı,40.41045,49.89335,(012) 567-16-51; (012) 567-20-48,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; Elektromobillərin doldurma xidməti; Kafe; YDM; Ödəmə terminalları,https://qnela1.azpetrol.com/uploads/image_3b21b5ef4c.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
511,Heydər Əliyev prospekti 108,"Bakı şəhəri, Nizami rayonu, Heydər Əliyev prospekti 170, AZ 1029",Bakı,40.41823,49.91241,(012) 514-90-34,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; Elektromobillərin doldurma xidməti; Kafe; YDM; Ödəmə terminalları,https://qnela1.azpetrol.com/uploads/image_ea2e4832fd.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
514,Sumqayıt-3,"Sumqayıt şəhəri, Bakı-Quba yolu 45-cu kilometr, AZ 5000",Sumqayıt,40.64809,49.53178,(050) 291-57-62,Avtoyağlama; Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Elektromobillərin doldurma xidməti; Kafe; YDM,https://qnela1.azpetrol.com/uploads/image_d4e9a0b382.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
517,Şəmkir-Mərkəz,"Şəmkir rayonu, Şəmkir şəhəri, Heydər Əliyev prospekti, AZ 5700",Şəmkir,40.84554,46.02768,(022) 303-01-41,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Kafe; Market; YDM; Ödəmə terminalları,https://qnela1.azpetrol.com/uploads/image_c0be2e4456.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
520,Şamaxı-Mərkəz,"Şamaxı rayonu, Şamaxı şəhəri, S.Ə.Şirvani küçəsi ev 1, AZ 5600",Şamaxı,40.62097,48.64897,(020) 265-73-83,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Kafe; YDM; Ödəmə terminalları,https://qnela1.azpetrol.com/uploads/image_edd036882f.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
523,Mingəçevir-2,"Yevlax rayonu, Havarlı kəndi, AZ 6600",Yevlax,40.75609,47.08775,(024) 273-00-50,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Elektromobillərin doldurma xidməti; Kafe; Motel; YDM; Ödəmə terminalları,https://qnela1.azpetrol.com/uploads/image_2b750f0088.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
526,Beyləqan,"Beyləqan rayonu, Beyləqan-Daşburun avtomobil yolunun sol tərəfi, AZ 1200",Beyləqan,39.75568,47.60623,(012) 585-41-04; (021) 225-27-51 (motel),Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; Kafe; Motel; YDM,https://qnela1.azpetrol.com/uploads/image_b7da225021.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
532,Samux,"Samux rayonu, Samux şəhəri, Samux-Gəncə yolunun sol tərəfi, AZ 5100",Samux,40.74235,46.39031,(050) 780-05-47,Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Kafe; YDM,https://qnela1.azpetrol.com/uploads/image_c29fe867a6.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
535,Mayak-2,"Bakı şəhəri, Qaradağ rayonu, Salyan şossesi 15-ci km, AZ 1063",Bakı,40.29675,49.755333,(012) 565-60-91,Avtoyağlama; Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; Elektromobillərin doldurma xidməti; Kafe; Market; YDM; Ödəmə terminalları,https://qnela1.azpetrol.com/uploads/image_fb3cad7ea2.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
538,Masazır,"Abşeron rayonu, Saray qəsəbəsi, Villa Badam yaşayış kompleksinin yanı, AZ 0121",Abşeron,40.51175,49.753056,(050) 563-37-09,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; CNG qaz (Metan); Elektromobillərin doldurma xidməti; Kafe; YDM; Ödəmə terminalları,https://qnela1.azpetrol.com/uploads/image_3f5b9a8f44.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
541,Siyəzən-2,"Siyəzən rayonu, Yeni Kənd kəndi, Bakı-Quba yolunun sol tərəfi, AZ 5300",Siyəzən,41.143615,49.070969,(023) 303-68-03,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Elektromobillərin doldurma xidməti; Kafe; YDM,https://qnela1.azpetrol.com/uploads/image_c7ee0e844b.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
544,Salyan-2,"Salyan rayonu, Çuxanlı Ə/V, Çuxanlı kəndi, Ələt-Astara-İran İslam Respublikası avtomobil yolu 47-ci km AZ 5213",Salyan,39.683984,49.009035,(050) 780-05-27,Avtoyağlama; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Elektromobillərin doldurma xidməti; Kafe; YDM,https://qnela1.azpetrol.com/uploads/image_545f7eb31e.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
547,Şamaxı Asan,"Şamaxı rayonu, Şahriyar qəsəbəsi, Bakı-Şamaxı yolunun sol tərəfi",Şamaxı,40.6128428,48.6658843,(012) 404 76 54,Avtotəmir; Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Elektromobillərin doldurma xidməti; Kafe; YDM; Ödəmə terminalları,https://qnela1.azpetrol.com/uploads/image_8074c2ed6c.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
550,Kürdəmir Asan,"Kürdəmir rayonu, Şıxımlı kəndi",Kürdəmir,40.32209806424409,48.18951427264885,(020) 255-34-26; (012) 585-06-07 (motel),Avtotəmir; Avtoyağlama; Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; Elektromobillərin doldurma xidməti; Kafe; Motel; YDM,https://qnela1.azpetrol.com/uploads/image_6637933db8.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
553,Nizami,"Bakı şəhəri, Nizami rayonu, M. Əliyev küçəsi 2405-ci məhəllə,",Bakı,40.41223105602965,49.924139075715104,(012) 525-95-01,Avtoyağlama; Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; Elektromobillərin doldurma xidməti; Kafe; Market; YDM; Ödəmə terminalları,https://qnela1.azpetrol.com/uploads/image_a74bd04fd6.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
556,Hökməli,"Abşeron rayonu, Xırdalan şəhəri, Hökməli qəs, (Bakı-Şamaxı şossesi)",Abşeron,40.44226765014964,49.74537789149956,(012) 341-00-34,Avtomarket; Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; Elektromobillərin doldurma xidməti; Kafe; YDM,https://qnela1.azpetrol.com/uploads/image_5b5e1f65e7.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
559,“Azpetrol” “BakuBus” STQ,"Bakı şəhəri, Nərimanov rayonu, Ziya Bünyadov prospekti 111, AZ1029",Bakı,40.42355093453663,49.90925646552064,(012) 565-60-87,Azpetrol Baku Bus STQ Terminalı,https://qnela1.azpetrol.com/uploads/image_7d42696649.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
562,Yasamal avtopark-1,"Bakı şəhəri, Yasamal r-nu , Xarci Dairəvi, Qanlı Gölün Şimal Qərb hissəsi, AZ 1070",Bakı,40.368118654536396,49.794430129963914,(051) 970-33-58,Azpetrol kartlarına xidmət; YDM,https://qnela1.azpetrol.com/uploads/image_74944331c6.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
568,Ağalı,Zəngilan rayonu Ağalı Ə/V ev.5,Zəngilan,39.18109,46.76367,(050) 750 81 63,Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; YDM,https://qnela1.azpetrol.com/uploads/image_c40fd9d5dc.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
571,Saray,"Abşeron rayonu, Saray-Sumqayıt şossesi",Abşeron,40.505034929558356,49.70810115812174,(012) 526-01-37,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; Elektromobillərin doldurma xidməti; Kafe; YDM,https://qnela1.azpetrol.com/uploads/image_b6dbc495eb.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
574,Hadrut,2800 Xocavənd rayonu Hadrut Ə/V,2800 Xocavənd,39.51164,47.04889,(051)846-06-69,Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; YDM,https://qnela1.azpetrol.com/uploads/image_4cd3828c2a.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
577,Suqovuşan,"5900 Tərtər r-nu, Suqovuşan qəs",5900,40.331795,46.755302,(051)970-34-28,Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; YDM,https://qnela1.azpetrol.com/uploads/image_dbb1679bed.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
580,Füzuli,"AZ1901,Füzuli rayonu, Qaraxanbəyli, Füzuli-Şuşa Zəfər yolu",AZ1901,39.59983,47.260067,(050) 513-84-76,Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; YDM,https://qnela1.azpetrol.com/uploads/image_d09654cf99.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
583,Yasamal Avtopark-2,"Yasamal r-nu, Xarici dairəvi ev.62 m.1",Yasamal,40.403225,49.792329,(050)731-14-10,Azpetrol kartlarına xidmət; YDM,https://qnela1.azpetrol.com/uploads/image_8c5aa6a378.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
586,Xırdalan Avtopark,"Xırdalan şəh.,28-ci məhəllə ev Betonzavodun yanı",Xırdalan,40.450764,49.732067,(050) 750-81-67,Azpetrol kartlarına xidmət; YDM,https://qnela1.azpetrol.com/uploads/image_42b466e413.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
589,Xankəndi,"2600 Xocalı rayonu, Xankəndi şəhəri",2600 Xocalı,39.870869,46.774361,(050)780-05-33,Azpetrol kartlarına xidmət; Bank kartlarına xidmət; YDM,https://qnela1.azpetrol.com/uploads/image_19c07956ac.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
592,Şuşa,"Şuşa rayonu, Azərbaycan evi, 3 km",Şuşa,39.779349,46.750321,(010) 232-05-84,Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; YDM,https://qnela1.azpetrol.com/uploads/image_5a97b30fad.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
595,Ağcabədi,Ağcabədi rayonu M. Rəsulzadə ev 201 A m.,Ağcabədi,40.06916,47.475977,(010) 252-27-11,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Bankomat; Kafe; YDM,https://qnela1.azpetrol.com/uploads/image_09378f0fb1.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
598,Əsgəran,"Xocalı Rayonu, Xocalı şəh.",Xocalı,39.9244,46.826261,(010) 232-31-29,Azpetrol kartlarına xidmət; Bank kartlarına xidmət; YDM,https://qnela1.azpetrol.com/uploads/image_956a27e4bf.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
605,Laçın,AZ4100 Laçın rayonu Zerti kəndi,AZ4100 Laçın,39.675292008134676,46.53684607735783,(010) 265-29-96,Azpetrol kartlarına xidmət; Bank kartlarına xidmət; YDM,https://qnela1.azpetrol.com/uploads/lachin_item_1d6dd9afaa.jpeg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
606,Cəbrayıl,AZ1400 Cəbrayıl rayonu Soltanlı Ə/V,AZ1400 Cəbrayıl,39.256449606039865,47.03302584417924,(050) 245-25-04,Avtoyağlama; Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Elektromobillərin doldurma xidməti; Kafe; YDM,https://qnela1.azpetrol.com/uploads/cebrayil_2ed233f247.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
612,Gəncə Mərkəz-2,"Gəncə şəhəri,Şah İsmayıl Xətai prospekti 96,AZ 2001",Gəncə,40.692951,46.379118,(050)790-62-43,Avtoyuma; Azpetrol kartlarına xidmət; Bank kartlarına xidmət; Elektromobillərin doldurma xidməti; Kafe; YDM,https://qnela1.azpetrol.com/uploads/Network_Gence_M2_1f35fd1a3d.jpg,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
488,Laçın,,,39.67449926283786,46.53890601384122,,,,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
489,Cəbrayıl,,,39.25649945142643,47.032897098149036,,,,https://www.azpetrol.com/service-network,2025-12-17T14:36:57.003496
